Consulta Dinâmica de Receita 01/2019 - 06/2020
Alínea;Subalínea;Exercício;Mês;Receita Prevista;Receita Realizada;Diferença;% Realizado;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2019";"2";0,00;2.191.228,85;-2.191.228,85;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2020";"2";0,00;2.320.058,81;-2.320.058,81;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2019";"3";0,00;2.173.964,44;-2.173.964,44;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2020";"3";0,00;2.742.381,17;-2.742.381,17;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2019";"4";0,00;3.465.778,88;-3.465.778,88;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2020";"4";0,00;2.788.198,56;-2.788.198,56;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2019";"5";0,00;3.645.049,75;-3.645.049,75;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2020";"5";0,00;4.431.122,06;-4.431.122,06;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2019";"6";0,00;3.826.563,58;-3.826.563,58;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - MULTAS E JUROS";"2020";"6";0,00;2.467.606,16;-2.467.606,16;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2019";"1";976.221.832,00;101.991.131,79;874.230.700,21;10,45;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2020";"1";1.034.773.284,00;96.115.379,68;938.657.904,32;9,29;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2019";"2";0,00;397.589.097,64;-397.589.097,64;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2020";"2";0,00;420.056.771,24;-420.056.771,24;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2019";"3";0,00;145.961.204,56;-145.961.204,56;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2020";"3";0,00;165.295.871,29;-165.295.871,29;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2019";"4";0,00;148.216.154,09;-148.216.154,09;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2020";"4";0,00;163.383.247,04;-163.383.247,04;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2019";"5";0,00;130.311.625,21;-130.311.625,21;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2020";"5";39.546.370,00;39.212.706,56;333.663,44;99,16;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2019";"6";0,00;38.294.357,77;-38.294.357,77;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE DE VEÍCULOS AUTOMOTORES - PRINCIPAL";"2020";"6";0,00;32.517.915,72;-32.517.915,72;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2019";"1";114.290.403,00;10.228.868,88;104.061.534,12;8,95;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2020";"1";150.567.137,00;11.485.890,28;139.081.246,72;7,63;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2019";"2";0,00;604.990,30;-604.990,30;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2020";"2";0,00;16.466.602,16;-16.466.602,16;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2019";"3";0,00;1.062.221,85;-1.062.221,85;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2020";"3";0,00;13.605.233,40;-13.605.233,40;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2019";"4";0,00;13.360.121,99;-13.360.121,99;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2020";"4";0,00;5.749.799,36;-5.749.799,36;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2019";"5";0,00;11.911.085,13;-11.911.085,13;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2020";"5";0,00;24.554.256,34;-24.554.256,34;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2019";"6";0,00;33.881.071,81;-33.881.071,81;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - DÍVIDA ATIV";"2020";"6";0,00;12.564.111,27;-12.564.111,27;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2019";"1";11.677.149,00;1.843.037,83;9.834.111,17;15,78;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2020";"1";11.309.069,00;1.232.593,66;10.076.475,34;10,90;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2019";"2";0,00;701.040,83;-701.040,83;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2020";"2";0,00;515.207,24;-515.207,24;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2019";"3";0,00;459.492,84;-459.492,84;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2020";"3";0,00;334.417,09;-334.417,09;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2019";"4";0,00;148.308,27;-148.308,27;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2020";"4";0,00;235.770,89;-235.770,89;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2019";"5";0,00;52.975,32;-52.975,32;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2020";"5";0,00;936.695,44;-936.695,44;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2019";"6";0,00;720.867,88;-720.867,88;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - MULTAS E JU";"2020";"6";0,00;582.244,51;-582.244,51;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2019";"1";979.445.648,00;19.274.134,00;960.171.514,00;1,97;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2020";"1";942.604.906,00;18.381.917,92;924.222.988,08;1,95;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2019";"2";0,00;10.929.838,26;-10.929.838,26;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2020";"2";0,00;15.072.548,56;-15.072.548,56;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2019";"3";0,00;23.140.536,00;-23.140.536,00;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2020";"3";0,00;14.241.430,16;-14.241.430,16;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2019";"4";0,00;24.004.916,62;-24.004.916,62;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2020";"4";0,00;50.020.371,70;-50.020.371,70;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2019";"5";0,00;34.240.323,00;-34.240.323,00;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2020";"5";12.797.113,00;379.508.220,19;-366.711.107,19;2.965,58;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2019";"6";0,00;302.707.686,32;-302.707.686,32;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE A PROPRIEDADE PREDIAL E TERRITORIAL URBANA - PRINCIPAL";"2020";"6";0,00;119.813.016,99;-119.813.016,99;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2019";"1";110.302.610,00;8.284.683,24;102.017.926,76;7,51;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2020";"1";131.333.164,00;11.459.912,00;119.873.252,00;8,73;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2019";"2";0,00;9.272.424,45;-9.272.424,45;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2020";"2";0,00;8.523.056,12;-8.523.056,12;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2019";"3";0,00;10.044.033,41;-10.044.033,41;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2020";"3";0,00;7.334.127,25;-7.334.127,25;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2019";"4";0,00;10.339.726,30;-10.339.726,30;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2020";"4";0,00;5.995.424,85;-5.995.424,85;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2019";"5";0,00;10.821.236,30;-10.821.236,30;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2020";"5";0,00;8.859.275,18;-8.859.275,18;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2019";"6";0,00;12.204.704,10;-12.204.704,10;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS";"2020";"6";0,00;6.995.253,54;-6.995.253,54;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2019";"1";24.945.402,00;1.389.408,03;23.555.993,97;5,57;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2020";"1";18.386.896,00;1.102.084,65;17.284.811,35;5,99;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2019";"2";0,00;613.922,90;-613.922,90;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2020";"2";0,00;701.711,76;-701.711,76;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2019";"3";0,00;684.308,35;-684.308,35;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2020";"3";0,00;799.025,58;-799.025,58;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2019";"4";0,00;952.193,21;-952.193,21;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2020";"4";0,00;382.904,81;-382.904,81;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2019";"5";0,00;1.400.986,45;-1.400.986,45;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2020";"5";0,00;1.096.586,40;-1.096.586,40;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2019";"6";0,00;1.691.679,37;-1.691.679,37;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO CAUSA MORTIS E DOAÇÃO DE BENS E DIREITOS -";"2020";"6";0,00;444.739,18;-444.739,18;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2019";"1";446.907.704,00;26.799.361,02;420.108.342,98;6,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2020";"1";370.101.213,00;32.567.336,62;337.533.876,38;8,80;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2019";"2";0,00;29.950.419,72;-29.950.419,72;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2020";"2";0,00;38.537.458,02;-38.537.458,02;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2019";"3";0,00;28.326.590,12;-28.326.590,12;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2020";"3";0,00;30.109.119,70;-30.109.119,70;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2019";"4";0,00;33.688.469,89;-33.688.469,89;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2020";"4";0,00;24.164.004,15;-24.164.004,15;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2019";"5";0,00;32.849.917,59;-32.849.917,59;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2020";"5";0,00;29.067.530,15;-29.067.530,15;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2019";"6";0,00;30.083.189,83;-30.083.189,83;0,00;
"IMPOSTOS SOBRE O PATRIMÔNIO PARA ESTADOS/DF/MUNICÍPIOS";"IMPOSTO SOBRE TRANSMISSÃO INTER VIVOS DE BENS IMÓVEIS E DE DIREITOS";"2020";"6";0,00;34.023.235,10;-34.023.235,10;0,00;
"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"2019";"1";22.889,00;0,00;22.889,00;0,00;
"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"2020";"1";19.800,00;73.263,65;-53.463,65;370,02;
"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"2019";"2";0,00;2.458,17;-2.458,17;0,00;
"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"2020";"2";0,00;970.278,43;-970.278,43;0,00;
"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"2019";"3";0,00;1.775,57;-1.775,57;0,00;
"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"2020";"3";748.557,00;467.052,86;281.504,14;62,39;
"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"2019";"4";0,00;4.286,33;-4.286,33;0,00;
"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"2020";"4";0,00;46.880,91;-46.880,91;0,00;
"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO";"INDENIZAÇÕES POR DANOS CAUSADOS AO PATRIMÔNIO PÚBLICO - PRINCIPAL";"2019";"5";0,00;55.529,53;-55.529,53;0,00;
